GYear,GMonth,GDay,GoldText,GoldVerse,GoldFrame,GoldAlign,GoldSize,BigText,BigAlign,BigSize,SmallText
2020,1,10,污秽的言语、一句不可出口、#只要随事说造就人的好话、#叫听见的人得益处。,以弗所书4章29节,S,C,M,动脑筋：#很难找到丈夫的水中生物是什么?,C,L,.
2020,1,11,你们或吃或喝，无论做什么，#都要为荣耀神而做。,哥林多前书10章31节,S,C,M,或吃或喝如何荣耀神?#可赞美、顺服和爱神。#作良好的见证。,C,L,(动脑筋:没有水公的「水母」)
2020,1,12,总要用爱心互相服侍。,加拉太书5章13节,S,C,M,医院里，你可发现三类服侍--#没有服侍、无爱心的服侍和#有爱心的服侍。,C,L,.
2020,1,13,若一家自相分争，#那家就站立不住。,马可福音3章25节,S,C,M,健康的家庭支持#你面对外来的挑战。,C,L,.
2020,1,14,我看重他口中的言语，#过于我需用的饮食。,约伯记23章12节,S,C,M,工作态度比工作能力更重要。,C,L,.
2020,1,15,开通他们的耳朵、将当受#的教训印在他们心上,约伯记33章16节,S,C,M,听到不代表明白。#求主开通我的耳朵。,C,L,.
2020,1,16,向山举目,诗篇121章1节,S,C,M,我的帮助从造天地的耶和华而来。,C,L,诗121:2
2020,1,17,起初速得的产业、#终久却不为福。,箴言20章21节,S,C,M,赌博令人丧失工作热诚，#然后破坏人的正常生活。,C,L,.
2020,1,18,被浪摇撼,马太福音14章24节,S,C,M,小信的人哪、为什么疑惑呢?,C,L,太14:31
2020,1,19,你的财宝在那里，#你的心也在那里。,马太福音6章21节,S,C,M,小孩的玩具，青年的爱侣，#老年的健康，都是他们的财宝，#唯有耶和华的爱是永恒的。,C,L,.
2020,1,20,遇亨通的日子，你当喜乐；#遭患难的日子，你当思想。,传道书7章14节,S,C,M,试炼与成功是并列的。,C,L,.
2020,1,21,不要怕，只要信！,马可福音5章36节,S,C,M,也许你会害怕面对一些人或事。#但神与你同在，没有什么可怕的。,C,L,.
2020,1,22,凡有弟兄不按规矩而行，#不遵守从我们所受的教训，#就当远离他。,帖撒罗尼迦后书3章6节,S,C,M,不要高估自己的能力，#应远离不当的事情。,C,L,.
2020,1,23,你们要以感谢为祭献与神．#又要向至高者还你的愿．,诗篇50章14节,S,C,M,「欢欣，心里感谢神；#歌唱，归于圣父...」,C,L,美乐颂
2020,1,24,健康的人用不着医生，#有病的人才用得着。#我来本不是召义人，#乃是召罪人。,马可福音2章17节,S,C,M,求神带领没有方向的人，#教导没有能力的弱者。,C,L,.
2020,1,25,我们相爱，不要只在言#语和舌头上，总要以行#为和真诚上表现出来。,约翰一书3章18节,S,C,M,爱是名词，也是动词。,C,L,.
2020,1,26,人点灯，不放在斗底下，#是放在灯台上，#就照亮一家的人。,马太福音5章15节,S,C,M,不一样的生命、人生及价值观#是要让别人看见的。,C,L,.
2020,1,27,神的儿子若使你们自由，#你们就真正自由了。,约翰福音8章36节,S,C,M,心灵得自由释放，#外在的捆绑就不能再辖制我们了。,C,L,.
2020,1,28,正月初一日、#你要立起帐幕．,出埃及记40章2节,S,C,M,让耶和华进入你心。,C,L,.
2020,1,29,我们不丧胆．外体虽然毁坏、#内心却一天新似一天。,哥林多后书4章16节,S,C,M,内心与身体是可以反方向成长的。#坚强的意志也可反胜健全的身体。,C,L,.
2020,1,30,你借着我，日子必增多，#年岁也必加添。,箴言9章11节,S,C,M,笑话一则：#老师：「每天听英文，听久了自然懂。」#学生：「我每天听猫叫，听久了也不懂。」#老师：「……。」,C,L,.
2020,1,31,有一件事我要责备你、就是#你把起初的爱心离弃了。,启示录2章4节,S,C,M,没有爱心的、仍住在死中。,C,L,约翰一书3章14节
2020,2,1,大山可以挪开、#小山可以迁移．#但我的慈爱必不离开你...,以赛亚书54章10节,S,C,M,山会改变，时代会变迁，#但爱是不会因外在的变迁而改变。,C,L,.
2020,2,2,我们有这指望如同灵魂的锚、#又坚固又牢靠。,希伯来书6章19节,S,C,M,船锚靠重量与抓力以稳定船体#不受水流与风向影响而漂流。#你的锚靠什么？,C,L,.
2020,2,3,神的旨意就是要你们#成为圣洁、远避淫行．,帖撒罗尼迦前书4章3节,S,C,M,有很多人在战场上为国家牺牲，#又有多少基督徒为神的旨意牺牲？,C,L,.
2020,2,4,凡事谢恩．#因为这是神在基督耶稣#里向你们所定的旨意。,帖撒罗尼迦前书5章18节,S,C,M,有很多人在奥运场上为国家摆上，#又有多少基督徒为神的旨意摆上？,C,L,.
2020,2,5,你们必晓得真理、#真理必叫你们得以自由。,约翰福音8章32节,S,C,M,笑话一则：#法官对犯人说：「你为何印假钞?」#犯人回答：「我不懂印真钞。」,C,L,（请认识真理）
2020,2,6,为什么看见你弟兄眼中有刺、#却不想自己眼中有梁木呢。,马太福音7章3节,S,C,M,看见不等于看清。,C,L,.
2020,2,7,这些事门徒一样也不懂得、#意思乃是隐藏的、#他们不晓得所说的是什么。,路加福音18章34节,S,C,M,看清不等于看懂。,C,L,.
2020,2,8,耶稣开他们的心窍、#使他们能明白圣经．,路加福音24章45节,S,C,M,看懂不等于看明。,C,L,(求主开我的心窍、使我能明白圣经)
2020,2,9,死苍蝇、使作香的膏油发#出臭气．这样、一点愚昧#、也能败坏智慧和尊荣。,传道书10章1节,S,C,M,放有几滴薰衣草油的海#绵在室内，可赶走苍蝇。,C,L,.
2020,2,10,不要自以为有智慧；#要敬畏耶和华，远离恶事。,箴言3章7节,S,C,M,一切皆由耶和华掌控。#自以为有智慧，却是偏行己路。,C,L,.
2020,2,11,你务要至死忠心、我就#赐给你那生命的冠冕。,启示录2章10节,S,C,M,不要受魔鬼的诱惑，务要忠#心;更要远离魔鬼，不要测#试自己抗拒诱惑的能力。,C,L,.
2020,2,12,我们相爱，不要只在言语#或舌头上，总要以行为和#真诚表现出来。,约翰一书3章18节,S,C,M,喜欢的出发点是自己，#爱的出发点是对方。,C,L,.
2020,2,13,基督释放了我们，#为使我们得自由。,加拉太书5章1节,S,C,M,必须学懂控制，#才享有自由。,C,L,.
2020,2,14,良言如同蜂巢，#使心甘甜，使骨得医治。,箴言16章24节,S,C,M,有些事情，不谈是结，一谈是疤。,C,L,.
2020,2,15,你们的话，是，就说是；#不是，就说不是。#若再多说，就是出于那恶者。,马太福音5章37节,S,C,M,人们是看你做什么，不是听什么。#多说不等于多做。,C,L,.
2020,2,16,因我们行事为人是凭着信心，#不是凭着眼见。,哥林多后书5章7节,S,C,M,一个有信心与没有信心#的行为是可分辨的。,C,L,.
2020,2,17,你们要谨慎．若是你的#弟兄得罪你、就劝戒他．#他若懊悔、就饶恕他。,路加福音17章3节,S,C,M,出现问题时不要忙着追究责任，#纠正及防止问题再发生更重要。,C,L,.
2020,2,18,你们将认识真理，#真理会使你们自由。,约翰福音8章32节,S,C,M,自由的生活，不是放肆的生活。,C,L,.
2020,2,19,人的高傲使自己蒙羞；#心里谦逊的，必得尊荣。,箴言29章23节,S,C,M,动脑筋：#刚买的袜子为什么会有一个洞？,C,L,.
2020,2,20,这世界、和其上的情欲、#都要过去．惟独遵行神旨#意的、是永远常存。,约翰一书2章17节,S,C,M,竭力遵行神的旨意。#得享永远的福乐。,C,L,动脑筋:没有洞怎么穿进去
2020,2,21,你当悔改,启示录2章16节,S,C,M,人若说我认识他、#却不遵守他的诫命、#便是说谎话的。,C,L,.
2020,2,22,你们那一个能用思虑、#使寿数多加一刻呢。,马太福音6章27节,S,C,M,死亡未必能预期，也未必躲得过；#悔过归主得永生，#是主应许的，你们求便得着。,C,L,.
2020,2,23,耳朵岂不试验言语、#正如上膛尝食物么。,约伯记12章11节,S,C,M,不要倚恃你的学问、才智。#请虚心细听。,C,L,.
2020,2,24,疲乏的、他赐能力．#软弱的、他加力量．,以赛亚书40章29节,S,C,M,卧床的病人借神的力量#是不疲乏、是不软弱的。,C,L,.
2020,2,25,我、和我家、#我们必定事奉耶和华。,约书亚记24章15节,S,C,M,白鹤芋、吊兰等植物能减低#室内的空气污染物质。,C,L,.
2020,2,26,最要紧的是彼此切实相爱，#因为爱能遮掩许多的罪。,彼得前书4章8节,S,C,M,有这情况吗？#对不熟悉的人有礼，#对亲密的人苛刻。,C,L,.
2020,2,27,有一件事我要责备你、就#是你容让那自称是先知的#妇人耶洗别教导我的仆人,启示录2章20节,S,C,M,容让坏事发生是会被责备的。,C,L,.
2020,2,28,天国是努力进入的、#努力的人就得着了。,马太福音11章12节,S,C,M,一代拳王比利并非在赛#场上诞生，只不过是那#里受到公开的肯定。,C,L,.
2020,3,1,艳丽是虚假的．#美容是虚浮的．#惟敬畏耶和华的妇女、#必得称赞。,箴言31章30节,S,C,M,笑话一则：#女问男：“我疯了，你还会爱我吗？”#男答：“爱！”#女忧愁地说：“你只爱我的外表！”,C,L,.
2020,3,2,应当一无挂虑，只要凡事#借着祷告、祈求和感谢，#将你们所要的告诉上帝。,腓立比书4章6节,S,C,M,忧虑是对事情没有帮助的。,C,L,.
2020,3,3,耶稣说、父阿、赦免他们．#因为他们所作的、#他们不晓得。,路加福音23章34节,S,C,M,当受了伤害，不用难过，#他们不晓得，神却知道的。#伸冤在神。,C,L,.
2020,3,4,主所应许我们的就是永生。,约翰一书2章25节,S,C,M,大盆地刺果松是目前世界上#已知寿命最长的生物之一，#寿命可达千年。,C,L,.
2020,3,5,要回想你是怎样领受、#怎样听见的．又要遵守、#并要悔改。,启示录3章3节,S,C,M,明知某些食物不健康，#仍旧爱吃，这是任性吗？,C,L,.
2020,3,6,五旬节到了、#门徒都聚集在一处。,使徒行传2章1节,S,C,M,五旬节，即圣灵降临日，是#从初熟节开始算起的第50#天（第七个安息日的次日）,C,L,（利23:10-11;15-17）
2020,3,7,不可按外貌断定是非、#总要按公平断定是非。,约翰福音7章24节,S,C,M,动脑筋：#7个橙分给11个小朋友，怎么分才公平?,C,L,.
2020,3,8,你们作主人的、要公公#平平的待仆人、因为知道#你们也有一位主在天上。,歌罗西书4章1节,S,C,M,良好社会始于互相尊重，#理解及信任。,C,L,(动脑筋:榨成橙汁)
2020,3,9,无论作什么事，#都要从心里作，#像是给主作的，#不是给人作的。,歌罗西书3章23节,S,C,M,认识真正的主人，#衪的安排，必有其美意。,C,L,.
2020,3,10,「凡事都可行」，#但不都有益处；#「凡事都可行」，#但不都造就人。,哥林多前书10章23节,S,C,M,有益处，造就人，行吧！,C,L,.
2020,3,11,我拿什么报答耶和华#向我所赐的一切厚恩？,诗篇116章12节,S,C,M,与耶和华有紧密的连系，#自然知道怎样做。,C,L,.
2020,3,12,系在你指头上，#刻在你心版上。,箴言7章3节,S,C,M,系在你指头上，#刻在你心版上，#种在你灵命上。,C,L,.
2020,3,13,谁能使我们与#基督的爱隔绝呢？,罗马书8章35节,S,C,M,难道是患难么、是困苦么、#是逼迫么、是饥饿么、#是赤身露体么、是危险么、是刀剑么。,C,L,罗马书8章35节
2020,3,14,凡你手所当做的事#要尽力去作,传道书9章10节,S,C,M,有些事情我们不愿意做，有些我们#愿意做，但更有些我们不愿意也要#做，因是神的旨意，我们要荣耀神。,C,L,.
2020,3,15,务要传道，#无论得时不得时,提摩太后书4章2节,S,C,M,放胆传福音吧，其余的，#神会安排。,C,L,.
2020,3,16,总要劳力、#亲手作正经事、#就可有余、#分给那缺少的人。,以弗所书4章28节,S,C,M,勤劳工作必有得，#赌博人生注定失。,C,L,.
2020,3,17,我是好牧人；#好牧人为羊舍命。,约翰福音10章11节,S,C,M,作为团队的好领导，#应为团队舍弃利益。,C,L,.
2020,3,18,设筵满屋，大家相争，#不如有块干饼，大家相安。,箴言17章1节,S,C,M,可以共患难，因没有什么可争；#不能共富贵，因拥有太多可夺。,C,L,.
2020,3,19,惟有主站在我旁边，#加给我力量,提摩太后书4章17节,S,C,M,求主加力量，人不能，主能。,C,L,.
2020,3,20,圣灵所结的果子、就是#仁爱、喜乐、和平、#忍耐、恩慈、良善、#信实、温柔、节制,加拉太书5章22节,S,C,M,神愿你来陶造我，#使我在灵里果子更多...,C,L,(摘自：陶造我生命）
2020,3,21,草必枯干、花必凋残、#惟有我们神的话、#必永远立定。,以赛亚书40章8节,S,C,M,鲜花能否延迟凋谢与它的品质、#水份和营养很有关系。但无论如#何，生命总有总结时。,C,L,.
2020,3,22,船被风抓住、#敌不住风、#我们就任风刮去。,使徒行传27章15节,S,C,M,船的力量在帆桨，#人的力量在理想。,C,L,.
2020,3,23,我们晓得万事都互相效力，#叫爱神的人得益处，#就是按他旨意被召的人。,罗马书8章28节,S,C,M,「万事」可以是疾病困难中，#出现你身边的天使。#让你知道神无时无刻的看顾。,C,L,.
2020,3,24,你们要休息，#要知道我是神！,诗篇46章10节,S,C,M,紧迫的生活使我们远离神。,C,L,.
2020,3,25,你要敬畏耶和华你的神、#事奉他、专靠他、#也要指着他的名起誓。,申命记10章20节,S,C,M,事奉他，不忘专靠他。#任何的事奉，也必须与神同行。#听祂旨意。,C,L,.
2020,3,26,在指望中要喜乐,罗马书12章12节,S,C,M,恒切祷告、一切有天父安排。,C,L,.
2020,3,27,在患难中要忍耐,罗马书12章12节,S,C,M,恒切祷告、一切有天父安排。,C,L,.
2020,3,28,祷告要恒切,罗马书12章12节,S,C,M,恒切祷告、这是一种操练。,C,L,.
2020,3,29,眼睛就是身上的灯．#你的眼睛若了亮、#全身就光明。,马太福音6章22节,S,C,M,时常使用3C产品可多吃护#眼营养素的食物如玉米、葡#萄、红萝卜、菠菜等蔬果。,C,L,.
2020,3,30,认识你独一的真神、并且#认识你所差来的耶稣#基督、这就是永生。,约翰福音17章3节,S,C,M,追求认识至高创造神和#祂差来的耶稣基督的救赎#是基督徒一生的追求。,C,L,.
2020,3,31,你们往普天下去、#传福音给万民听。,马可福音16章15节,S,C,M,传福音是每位基督徒的使命。,C,L,.
2020,4,1,设筵满屋、大家相争、#不如有块干饼、大家相安。,箴言17章1节,S,C,M,共渡艰难比能共享富贵#的朋友更值得珍惜。,C,L,.
2020,4,2,我们日用的饮食、#天天赐给我们。,路加福音11章3节,S,C,M,全球约有八亿人口没有足够#粮食。每天与饥饿有关之死#亡人数约为21000人。,C,L,(世界粮食计划署)
2020,4,3,怜悯贫穷的、#就是借给耶和华．#他的善行、#耶和华必偿还。,箴言19章17节,S,C,M,施比受更有福。,C,L,.
2020,4,4,义人的记念被称赞,箴言10章7节,S,C,M,清明节扫墓可献花纪念#去世之亲友、牧者、信徒，#以表追思纪念。,C,L,.
2020,4,5,我也不定你的罪，去吧！#从此不要再犯罪了。,约翰福音8章11节,S,C,M,指出别人的错误容易；#接纳别人的错误困难；#感谢主耶稣赦免我们的罪。,C,L,.
2020,4,6,年老的时候仍要结果子,诗篇92章14节,S,C,M,君子不可以不修身。,C,L,作者:子思
2020,4,7,贪爱银子的、#不因得银子知足．#贪爱丰富的、#也不因得利益知足,传道书5章10节,S,C,M,手中拥有的，已比没有拥有的好。#仍要计较?,C,L,.
2020,4,8,你不要心里急躁恼怒、#因为恼怒存在#愚昧人的怀中。,传道书7章9节,S,C,M,心里急躁恼怒时，多问为何。#为何恼怒？为何恼怒？#为何神要我们有此经历？,C,L,.
2020,4,9,至于我和我家，#我们必定事奉耶和华。,约书亚记24章15节,S,C,M,我们应当尽我们所能，#把美好的福音传开。,C,L,.
2020,4,10,义人多有苦难．#但耶和华救他脱离这一切,诗篇34章19节,S,C,M,神不会免去我们的苦难，#乃是拯救我们，#脱离一切苦难。,C,L,.
2020,4,11,神所赐出人意外的平安，#必在基督耶稣里，#保守你们的心怀意念。,腓立比书4章7节,S,C,M,做决定时，与神相交、#内心平安，是其中重点要素。,C,L,.
2020,4,12,为什么胆怯．#你们还没有信心么。,马可福音4章40节,S,C,M,信心不会在可能的领域内操作。人力#办得到之处是无上帝的荣耀可言的。,C,L,GeorgeMueller
2020,4,13,若有人在基督里，#他就是新造的人，#旧事已过，#都变成新的了。,哥林多后书5章17节,S,C,M,弃绝旧事，迎接主耶稣进入你心，#才可得到新的丰盛生命。,C,L,.
2020,4,14,我只有一件事，#就是忘记背后，#努力面前的，#向着标杆直跑,腓立比书3章13节,S,C,M,当一个人找到更有意义、更美、#更好、更有价值的人生方向，#一切恶习将会离去。,C,L,.
2020,4,15,你们若有信心像一粒芥菜种#、就是对这座山说、你从这#边挪到那边、他也必挪去．,马太福音17章20节,S,C,M,芥菜的种子是很小的，#但长大后可变成树。#不要看外表，要看本质。,C,L,.
2020,4,16,耶和华阿、你是我的灯．#耶和华必照明我的黑暗。,撒母耳记下22章29节,S,C,M,黑暗中使用手机，#特别伤害眼睛。,C,L,.
2020,4,17,想要发财的人，就陷在#迷惑、落在网罗和许多#无知有害的私欲里，叫#人沉在败坏和灭亡中。,提摩太前书6章9节,S,C,M,没钱的时候，假装有钱；#有钱的时候，假装没钱。,C,L,.
2020,4,18,你们知道分辨天上的气色、#倒不能分辨这时候的神迹。,马太福音16章3节,S,C,M,神迹每天都在发生。,C,L,.
2020,4,19,你们行善不可丧志。,帖撒罗尼迦后书3章13节,S,C,M,行善不要做给人看，#是为主而做。,C,L,.
2020,4,20,感谢神，#因他有说不尽的恩赐！,哥林多后书9章15节,S,C,M,每天醒来时，也禁不住感谢神赐予生命。,C,L,.
2020,4,21,二人若不同心、#岂能同行呢。,阿摩司书3章3节,S,C,M,同心、同行是彼此一起寻求神的#旨意而遵行。不寻求神的旨意，#将引致二人一起犯错。,C,L,.
2020,4,22,神看着一切所造的都甚好。,创世记1章31节,S,C,M,每年的4月22日是世界地球日。#但几乎每秒钟地球正受破坏。#请保护地球。,C,L,.
2020,4,23,差遣我医好伤心的人,以赛亚书61章1节,S,C,M,与伤心的人同行，#首要是明白伤心人的感受。,C,L,.
2020,4,24,愿平安康泰归与远处的人，#也归与近处的人；#并且我要医治他。,以赛亚书57章19节,S,C,M,人与人之间，是远是近，#不因科技，乃在乎心。,C,L,.
2020,4,25,雨淋、水冲、风吹、撞#着那房子、房子总不倒#塌．因为根基立在磐石上。,马太福音7章25节,S,C,M,台风到，大家都想躲到根基稳固的地方。#人生遭遇患难时，主耶稣是你的避难所。#衪永不离弃衪的信徒。,C,L,.
2020,4,26,贪财是万恶之根。,提摩太前书6章10节,S,C,M,人在赢钱后大脑所受到的#刺激，跟吸食可卡因所受到的#刺激十分相似。,C,L,汉斯·布赖特医生
2020,4,27,你母亲老了，#也不可藐视他。,箴言23章22节,S,C,M,长大后，自以为懂得很多东#西，父母渡日得来的经验永#远比我们多。,C,L,.
2020,4,28,在人这是不能的．#在神凡事都能。,马太福音19章26节,S,C,M,笑话一则：#为了彰显公司的超级「能力」，小强#将新公司取名「能力」，但取营#业执照时傻眼了－「能力有限公司」。,C,L,.
2020,4,29,耶和华啊，#求你医治我，我便痊愈,耶利米书17章14节,S,C,M,人不能，神却能。,C,L,.
2020,4,30,有晚上，有早晨,创世记1章23节,S,C,M,先有黑暗，再有光明，全因有神。,C,L,.
2020,5,1,你们要彼此相爱、#像我爱你们一样、#这就是我的命令。,约翰福音15章12节,S,C,M,墨子在「兼爱」中写道：#「天下兼相爱则治，交相恶则乱」。#乱是由不相爱而起。,C,L,.
2020,5,2,从他丰满的恩典里我们都#领受了、而且恩上加恩。,约翰福音1章16节,S,C,M,既然恩典满溢，应把满#溢的恩典传给别人吧!,C,L,.
2020,5,3,我的殿必称为祷告的殿。,马太福音21章13节,S,C,M,耶稣发怒非同小可，#不要明知故犯。,C,L,.
2020,5,4,你们亲近神，#神就必亲近你们。,雅各书4章8节,S,C,M,越亲近神，越了解神。#这样愈能够遵行衪的旨意，#愈能够信靠祂。,C,L,.
2020,5,5,敬畏耶和华是#智慧的开端；认识至圣者#便是聪明。,箴言9章10节,S,C,M,每次自叹为何做了愚昧事情#时，倒不如坚决存敬畏耶和#华的心，亲近神。,C,L,.
2020,5,6,喜乐的心、乃是良药．#忧伤的灵、使骨枯干。,箴言17章22节,S,C,M,身、心、灵是互相影响的。喜乐#令头脑、心脏及神经处于舒适，#平衡的状态，自然是良药。,C,L,.
2020,5,7,凡劳苦担重担的人#可以到我这里来，我就#使你们得安息。,马太福音11章28节,S,C,M,「安息」在希腊原文中有「定居」之#意思。晚上睡觉前作祷告，把重担交#给神，便能带着平安入睡。,C,L,.
2020,5,8,我心里柔和谦卑，#你们当负我的轭，#学我的样式；这样，#你们心里就必得享安息。,马太福音11章29节,S,C,M,以人之长补己短，#以人之厚补己薄。,C,L,刘向
2020,5,9,何必为衣裳忧虑呢？,马太福音6章28节,S,C,M,亚明拥有一条牛仔裤，#每天外出时都不烦恼；#亚文有十多条牛仔裤，#每天选择穿哪条裤都觉烦恼。,C,L,.
2020,5,10,应当一无挂虑，只要凡事#借着祷告、祈求，和感谢，#将你们所要的告诉神。,腓立比书4章6节,S,C,M,笑话一则：#穷人写信向上帝求赐他一千元。邮差看到信后觉#得他很可怜，便自掏腰包寄了五百元给他。穷人#回信：「上帝呀！收到了，但邮差的佣金很贵！」,C,L,.
2020,5,11,忘记背后，#努力面前的，#向着标竿直跑。,腓立比书3章13节,S,C,M,忘记背后不忘经验，#努力面前不忘方向，#立标竿不忘主的道。,C,L,.
2020,5,12,你们祈求，就给你们；#寻找，就寻见；#叩门，就给你们开门。,马太福音7章7节,S,C,M,我们不断祈求，上帝不一定#给我们所求，但一定给我#们最好的。,C,L,.
2020,5,13,​​我是世界的光。跟从#我的，就不在黑暗里走，必#要得着生命的光。,约翰福音8章12节,S,C,M,无疑大部分人都不会喜欢黑暗；#但我们不只要向往阳光明媚#更要追求生命的光。,C,L,.
2020,5,14,我的恩典够你用的，#因为我的能力是在人#的软弱上显得完全。,哥林多后书12章9节,S,C,M,要知道自己的不足，#便知神的恩典充充足足。,C,L,.
2020,5,15,疲乏的，他赐能力；#软弱的，他加力量。,以赛亚书40章29节,S,C,M,神会赐你「能力」去应付问题，#而不是「删除」你的问题。,C,L,.
2020,5,16,你们不要忧愁，#因靠耶和华而得的#喜乐是你们的力量。,尼希米记8章10节,S,C,M,认识活得不快乐的基督徒吗？#他们以为已认识神，#但没有真正体验神的爱。,C,L,.
2020,5,17,万军之耶和华说、#不是倚靠势力、#不是倚靠才能、#乃是倚靠我的灵、方能成事。,撒迦利亚书4章6节,S,C,M,不要自以为是，总是用「我觉得...」#作回应；请厘清事实，若出错了，便#大方承认。,C,L,.
2020,5,18,神是我们的避难所，#是我们的力量，#是我们在患难中随时的帮助。,诗篇46章1节,S,C,M,刚愎自用，倒不如虚怀若谷，#聆听圣灵的指示。,C,L,.
2020,5,19,西门说、夫子、我们整夜劳#力、并没有打着什么．但依#从你的话、我就下网。,路加福音5章5节,S,C,M,拥有专业知识(像西门渔夫)，#可以作的努力也付出了，#我们就是要听从主的话，#神迹便发生。,C,L,.
2020,5,20,你们要恒切祷告、#在此儆醒感恩．,歌罗西书4章2节,S,C,M,带着感恩的心去工作，工作自然会#顺利。不是因工作顺利，才感恩。,C,L,.
2020,5,21,愿你们在一切属灵#的智慧悟性上、满#心知道神的旨意．,歌罗西书1章9节,S,C,M,知之为知之，不知为不知，是知也。,C,L,孔子
2020,5,22,若为作基督徒受苦，#却不要羞耻，#倒要因这名归荣耀给神。,彼得前书4章16节,S,C,M,生活平静安隐，没有什么祈求神#，就如安于坐在观众席，不参与#赛事。魔鬼高兴极了。,C,L,.
2020,5,23,你们是重价买来的．#不要作人的奴仆。,哥林多前书7章23节,S,C,M,你是工作的奴仆，#还是为要更多物质满足，#变为它的奴仆。,C,L,.
2020,5,24,心中喜乐、面带笑容．#心里忧愁、灵被损伤。,箴言15章13节,S,C,M,快乐是可以传播的，#可以用行动去获得的，#你绝对可选择它的，#它不是一种被动的感觉。,C,L,.
2020,5,25,你们中间的争战斗殴、是从#那里来的呢．不是从你们百#体中战斗之私欲来的么。,雅各书4章1节,S,C,M,若被不知名昆虫叮咬，专家#建议患者先冰敷再尽快求医。,C,L,.
2020,5,26,我所祷告的、就是要你们#的爱心、在知识和各#样见识上、多而又多．,腓立比书1章9节,S,C,M,苦思如何做得更好，#倒不如问一问服务使用者。,C,L,.
2020,5,27,你不要害怕，因为我与你同在；#不要惊惶，因为我是你的神。#我必坚固你，我必帮助你；#我必用我公义的右手扶持你。,以赛亚书41章10节,S,C,M,笑话一则：#小明告诉妈妈：「外面老伯好可邻，#不停叫，我们帮助他，给他十元吧！」妈回答：#「小明真好，拿十元吧！但是老伯叫什么？是否#身体不适？」小明答：「他叫十元一杯雪糕！」,C,L,.
2020,5,28,我还有末了的话、#你们要靠着主、#倚赖他的大能大力、#作刚强的人。,以弗所书6章10节,S,C,M,靠主刚强，靠主得刚强，#做刚强的勇士因主必引领。,C,L,世纪颂赞
2020,5,29,若有人自以为虔诚、却不勒#住他的舌头、反欺哄自己的#心、这人的虔诚是虚的。,雅各书1章26节,S,C,M,不要讲一套，做另一套。,C,L,.
2020,5,30,神叫死人复活、你们为#什么看作不可信的呢。,使徒行传26章8节,S,C,M,白色象征神圣与纯洁，而复活节#的日子，正好处于春天百合花盛#开的时候。所以百合花被当做是#耶稣复活的象征。,C,L,.
2020,5,31,人若不知道管理自己的#家、焉能照管神的教会呢。,提摩太前书3章5节,S,C,M,管理一个家庭的麻烦，#并不少于治理一个国家。,C,L,蒙泰格尼
2020,6,1,你们愿意人怎样待你们，#你们也要怎样待人。,路加福音6章31节,S,C,M,你不能时常完成完美的工作，#但可以时常使服务对象感觉良好。,C,L,.
2020,6,2,不要害怕，#因我与你同在,以赛亚书43章5节,S,C,M,不再孤独，与神独处时能以更广阔#的角度来感受自己，并对自己#有更深的认识。,C,L,.
2020,6,3,你在患难之日若胆怯，#你的力量就微小。,箴言24章10节,S,C,M,因力量小而胆怯，#还是因胆怯而力量小?,C,L,.
2020,6,4,应当回想你是从那里坠落的、#并要悔改、行起初所行的事．,启示录2章5节,S,C,M,日子久了，担子也越来越沉重。#这时正好回想本子，也不要忘记初衷。,C,L,.
2020,6,5,殷勤不可懒惰。#要心里火热，常常服事主。,罗马书12章11节,S,C,M,经验需要累积，关系也需要累积，#要刻意经营。,C,L,.
2020,6,6,明哲的未必得资财；灵巧的#未必得喜悦。所临到众人的#是在乎当时的机会。,传道书9章11节,S,C,M,有四样东西一去不复返：#出口之言，射出之箭，#过去的时间，错过的机会,C,L,.
2020,6,7,神能照着运行在我们心里的#大力充充足足的成就一切，#超过我们所求所想的。,以弗所书3章20节,S,C,M,如果有人祈求耐心，#你认为上帝只是给他耐心，#还是给他「机会」学会耐心？,C,L,电影EvanAlmighty对白
2020,6,8,少有财宝，#敬畏耶和华，#强如多有财宝，#烦乱不安。,箴言15章16节,S,C,M,因拥有而产生的烦乱不安，#是得还是失？,C,L,.
2020,6,9,他医好伤心的人，#裹好他们的伤处。,诗篇147章3节,S,C,M,无论曾经亏负人，或曾因别人背弃#承诺而心痛。在主里面是可得到医#治，重拾希望，拥有新生命。,C,L,.
2020,6,10,我的眼多多流泪，总不止息，#直等耶和华垂顾，#从天观看。,耶利米哀歌3章49节,S,C,M,眼泪中含有盐酸，流泪多对皮肤不好；#哭泣时，眼睛周围的微血管会充血，#同时小肌肉为保护眼睛而收缩，#常哭对眼睛有一定伤害,C,L,.
2020,6,11,你不可轻看主的管教，#被他责备的时候也不可灰心；#因为主所爱的，他必管教，#又鞭打凡所收纳的儿子。,希伯来书12章5节,S,C,M,管教是出于爱。,C,L,.
2020,6,12,我们行善、不可丧志．#若不灰心、到了时候、#就要收成。,加拉太书6章9节,S,C,M,灰心时可祷告求神赐下异象，使我们#看见基督的工作所结的果子，好使我#们从新得力，向每个人分享神的良善。,C,L,.
2020,6,13,心中安静是肉体的生命,箴言14章30节,S,C,M,静中得力,C,L,以赛亚书30:15
2020,6,14,不要为那必坏的食物劳力，#要为那存到永生的食物劳力,约翰福音6章27节,S,C,M,不会变坏的食物:#优质蜂蜜的糖占总量的3/4以上，#水分含量少，细菌和酵母菌都不能#在蜂蜜中存活。,C,L,.
